Character,Pinyin,Frequency,Log_frequency,Frequency_per_million,CD,Log_CD,Strokes,PSY_Tone,PSY_Rhyme,Gloss
咆,páo,268,2.4281347940287885,5.218146665786332,266,2.4248816366310666,8,level,xp03,roar
榇,chèn,268,2.4281347940287885,5.218146665786332,268,2.4281347940287885,13,oblique,q12,coffin
胃,wèi,268,2.4281347940287885,5.218146665786332,263,2.4199557484897576,9,oblique,q05,stomach
肿,zhǒng,268,2.4281347940287885,5.218146665786332,268,2.4281347940287885,8,oblique,s02,swell
潆,yíng,267,2.426511261364575,5.1986759692722035,267,2.426511261364575,14,level,xp08,tiny stream
悃,kǔn,267,2.426511261364575,5.1986759692722035,256,2.408239965311849,10,oblique,s13,"sincere, genuine, honest, loyal"
谔,è,267,2.426511261364575,5.1986759692722035,173,2.2380461031287955,11,oblique,r10,"honest speech, straightforward"
综,zōng,267,2.426511261364575,5.1986759692722035,258,2.41161970596323,11,oblique,q02,arrange threads for weaving
鹞,yào,267,2.426511261364575,5.1986759692722035,249,2.396199347095736,15,level|oblique,q18|xp02,sparrow hawk
忪,sōng,267,2.426511261364575,5.1986759692722035,264,2.421603926869831,7,level,sp02,"quiet, calm, tranquil, peaceful"
曀,yì,266,2.4248816366310666,5.179205272758075,222,2.3463529744506384,16,oblique,q08|q04,stormy
贸,mào,266,2.4248816366310666,5.179205272758075,203,2.3074960379132126,9,oblique,q26,"trade, barter"
縢,téng,265,2.4232458739368075,5.159734576243947,262,2.4183012913197452,16,level,xp10,"bind, tie up, restrain"
镮,huán,265,2.4232458739368075,5.159734576243947,264,2.421603926869831,18,level,sp15,metal ring
矾,fán,265,2.4232458739368075,5.159734576243947,259,2.4132997640812515,8,level,sp13,alum
郤,xì,265,2.4232458739368075,5.159734576243947,264,2.421603926869831,9,oblique,r11|r10,"crack, opening"
凹,āo,265,2.4232458739368075,5.159734576243947,261,2.416640507338281,5,level,xp03,"concave, hollow, depressed"
懋,mào,264,2.421603926869831,5.14026387972982,249,2.396199347095736,17,oblique,q26,"splendid, grand, majestic"
螂,láng,264,2.421603926869831,5.14026387972982,256,2.408239965311849,14,,,"mantis, dung beetle"
捏,niē,264,2.421603926869831,5.14026387972982,254,2.404833716619938,10,oblique,r09,pick with fingers
觱,bì,264,2.421603926869831,5.14026387972982,262,2.4183012913197452,16,oblique,r04,tartar horn
渗,shèn,264,2.421603926869831,5.14026387972982,252,2.4014005407815437,11,level|oblique,xp12|q27,"soak through, infiltrate"
裈,kūn,264,2.421603926869831,5.14026387972982,262,2.4183012913197452,11,level,sp13,"trousers, pants, shorts, drawers"
戡,kān,264,2.421603926869831,5.14026387972982,259,2.4132997640812515,13,level,xp13,"subjugate, subdue, quell"
蹒,pán,264,2.421603926869831,5.14026387972982,264,2.421603926869831,17,level,sp14,to jump over
栝,guā,263,2.4199557484897576,5.1207931832156905,253,2.4031205211758175,10,oblique,r07,a builder's frame for measuring
皛,xiǎo,263,2.4199557484897576,5.1207931832156905,163,2.2121876044039577,15,oblique,s17,-
磁,cí,263,2.4199557484897576,5.1207931832156905,260,2.4149733479708178,14,level,sp04,magnetic
缦,màn,263,2.4199557484897576,5.1207931832156905,242,2.383815365980431,14,oblique,q16|q15,plain silk
齁,hōu,263,2.4199557484897576,5.1207931832156905,153,2.1846914308175984,19,level,xp11,snore loudly
谄,chǎn,262,2.4183012913197452,5.101322486701563,247,2.392696953259666,10,oblique,s28,"flatter, truckle, toady"
楯,dùn,262,2.4183012913197452,5.101322486701563,262,2.4183012913197452,13,oblique,s11,shield
拢,lǒng,262,2.4183012913197452,5.101322486701563,261,2.416640507338281,8,level|oblique,s01|sp03,"collect, bring together"
襁,qiǎng,262,2.4183012913197452,5.101322486701563,261,2.416640507338281,17,oblique,s22,swaddling clothes
绷,bēng,262,2.4183012913197452,5.101322486701563,260,2.4149733479708178,11,level,xp08,"bind, draw firmly, strap"
菼,tǎn,261,2.416640507338281,5.081851790187435,259,2.4132997640812515,11,oblique,s27,rush or sedge
姒,sì,260,2.4149733479708178,5.062381093673307,245,2.3891660843645326,7,oblique,s04,wife of elder brother
艎,huáng,260,2.4149733479708178,5.062381093673307,258,2.41161970596323,15,level,xp07,fast boat
茑,niǎo,260,2.4149733479708178,5.062381093673307,252,2.4014005407815437,8,oblique,q18|s17,"Convolvulus, bindweed"
荛,ráo,260,2.4149733479708178,5.062381093673307,258,2.41161970596323,9,level,xp02,"fuel, firewood"
柂,yí,260,2.4149733479708178,5.062381093673307,260,2.4149733479708178,9,,,helm
膂,lǚ,259,2.4132997640812515,5.042910397159178,259,2.4132997640812515,14,oblique,s06,"backbone, spinal column"
唼,shà,259,2.4132997640812515,5.042910397159178,231,2.363611979892144,11,oblique,r17,speaking evil
肸,xī,258,2.41161970596323,5.023439700645051,252,2.4014005407815437,8,oblique,r05|r04,spread out
磋,cuō,258,2.41161970596323,5.023439700645051,256,2.408239965311849,14,level|oblique,xp05|q21,"polish, buff"
鲋,fù,258,2.41161970596323,5.023439700645051,252,2.4014005407815437,13,oblique,q07,"carp, Carassius auratus"
獬,xiè,258,2.41161970596323,5.023439700645051,254,2.404833716619938,16,oblique,s09,a fabulous monster
鲭,qīng,258,2.41161970596323,5.023439700645051,257,2.4099331233312946,16,level,xp08,mackerel
绉,zhòu,258,2.41161970596323,5.023439700645051,255,2.4065401804339546,8,oblique,q26,"crepe, crape, wrinkles, creases"
簉,zào,257,2.4099331233312946,5.003969004130922,257,2.4099331233312946,16,oblique,q26,"deputy, subordinate"
稊,tí,257,2.4099331233312946,5.003969004130922,253,2.4031205211758175,12,level,sp08,"darnels, tares"
劾,hé,256,2.408239965311849,4.984498307616795,256,2.408239965311849,8,oblique,q06|q11|r13,"examine into, impeach, charge"
魉,liǎng,256,2.408239965311849,4.984498307616795,253,2.4031205211758175,16,oblique,s22,a kind of monster
缛,rù,256,2.408239965311849,4.984498307616795,253,2.4031205211758175,13,oblique,r02,"decorative, adorned, elegant"
鬘,mán,256,2.408239965311849,4.984498307616795,254,2.404833716619938,21,level,sp15,beautiful hair
箑,shà,256,2.408239965311849,4.984498307616795,251,2.3996737214810375,14,oblique,r16|r17,fan
獐,zhāng,256,2.408239965311849,4.984498307616795,249,2.396199347095736,14,,,"roebuck, hornless river deer"
甬,yǒng,256,2.408239965311849,4.984498307616795,253,2.4031205211758175,7,oblique,s02,path
罽,jì,254,2.404833716619938,4.945556914588538,251,2.3996737214810375,17,oblique,q08,a kind of woolen fabric
昕,xīn,254,2.404833716619938,4.945556914588538,251,2.3996737214810375,8,level,sp12,dawn
僦,jiù,253,2.4031205211758175,4.92608621807441,251,2.3996737214810375,14,oblique,q26,to heir
腼,miǎn,253,2.4031205211758175,4.92608621807441,253,2.4031205211758175,13,oblique,s16,modest
嶰,xiè,253,2.4031205211758175,4.92608621807441,251,2.3996737214810375,16,,,gorge
鞘,qiào,253,2.4031205211758175,4.92608621807441,251,2.3996737214810375,16,level|oblique,xp03|q18,"scabbard, sheath"
侥,jiǎo,252,2.4014005407815437,4.9066155215602825,249,2.396199347095736,8,level|oblique,xp02|s17,be lucky
鬅,péng,252,2.4014005407815437,4.9066155215602825,250,2.397940008672037,18,level,xp10,unkempt hair
蔀,bù,252,2.4014005407815437,4.9066155215602825,251,2.3996737214810375,13,oblique,s25,screen
堡,bǎo,252,2.4014005407815437,4.9066155215602825,243,2.3856062735983117,12,oblique,s19,"fort, fortress"
璎,yīng,252,2.4014005407815437,4.9066155215602825,249,2.396199347095736,15,level,xp08,a necklace made of precious stones
堙,yīn,252,2.4014005407815437,4.9066155215602825,246,2.390935107103379,12,level,sp11,bury
戆,gàng,252,2.4014005407815437,4.9066155215602825,247,2.392696953259666,25,oblique,q03,"stupid, simple, simple-minded"
苾,bì,252,2.4014005407815437,4.9066155215602825,239,2.3783979009481375,8,oblique,r04,"smell, fragrance, aroma"
猥,wěi,252,2.4014005407815437,4.9066155215602825,252,2.4014005407815437,12,oblique,s10,"vulgar, low, cheap"
蓓,bèi,252,2.4014005407815437,4.9066155215602825,249,2.396199347095736,13,oblique,s10,bud
匍,pú,251,2.3996737214810375,4.887144825046153,249,2.396199347095736,9,level,sp07,crawl
倜,tì,251,2.3996737214810375,4.887144825046153,250,2.397940008672037,10,oblique,r12,raise high
璿,xuán,251,2.3996737214810375,4.887144825046153,245,2.3891660843645326,18,level,xp01,fine jade
柢,dǐ,251,2.3996737214810375,4.887144825046153,250,2.397940008672037,9,oblique,s08|q08,"root, base"
哩,lī,251,2.3996737214810375,4.887144825046153,136,2.1335389083702174,10,,,mile
斁,yì,251,2.3996737214810375,4.887144825046153,246,2.390935107103379,17,oblique,r11|q07,dislike
辊,gǔn,251,2.3996737214810375,4.887144825046153,231,2.363611979892144,12,oblique,s13,"turn round, revolve"
埭,dài,251,2.3996737214810375,4.887144825046153,250,2.397940008672037,11,oblique,q11,"a dam, a jock"
犍,jiān,251,2.3996737214810375,4.887144825046153,246,2.390935107103379,12,level|oblique,s13|sp13|xp01,a bullock
剸,tuán,251,2.3996737214810375,4.887144825046153,251,2.3996737214810375,13,level|oblique,s16|sp14|xp01|q17,cut
泞,nìng,251,2.3996737214810375,4.887144825046153,251,2.3996737214810375,8,oblique,s24|q25,mud
纮,hóng,250,2.397940008672037,4.867674128532026,247,2.392696953259666,7,level,xp08,string
迪,dí,250,2.397940008672037,4.867674128532026,248,2.394451680826216,8,oblique,r12,"enlighten, advance"
蓁,zhēn,250,2.397940008672037,4.867674128532026,205,2.311753861055754,13,level,sp11,"abundant, luxuriant vegetation"
泌,mì,250,2.397940008672037,4.867674128532026,242,2.383815365980431,8,oblique,q04|r04,"to seep out, excrete"
匐,fú,249,2.396199347095736,4.848203432017898,248,2.394451680826216,11,oblique,r01|r13,fall prostrate
帑,tǎng,249,2.396199347095736,4.848203432017898,247,2.392696953259666,8,level|oblique,sp07|s22,a treasury
勍,qíng,248,2.394451680826216,4.8287327355037695,248,2.394451680826216,10,level,xp08,"strong, powerful, mighty"
莅,lì,248,2.394451680826216,4.8287327355037695,247,2.392696953259666,10,oblique,q04,"attend, be present"
垦,kěn,248,2.394451680826216,4.8287327355037695,246,2.390935107103379,9,oblique,s13,"cultivate, reclaim, to farm land"
鳜,guì,248,2.394451680826216,4.8287327355037695,248,2.394451680826216,20,oblique,r06|q08,mandarin fish
蚋,ruì,248,2.394451680826216,4.8287327355037695,245,2.3891660843645326,10,,,"gnat, mosquito"
悒,yì,248,2.394451680826216,4.8287327355037695,179,2.252853030979893,10,oblique,r14,"sorrowful, depressed, unhappy"
跟,gēn,248,2.394451680826216,4.8287327355037695,240,2.380211241711606,13,level,sp13,heel
乂,yì,247,2.392696953259666,4.809262038989641,243,2.3856062735983117,2,oblique,q11,"govern, control, manage"
鹣,jiān,247,2.392696953259666,4.809262038989641,171,2.2329961103921536,15,level,xp14,fabulous mythical bird
騄,lù,246,2.390935107103379,4.789791342475514,246,2.390935107103379,18,oblique,r02,name of a legendary swift horse
踆,cūn,245,2.3891660843645326,4.770320645961385,155,2.1903316981702914,14,level,sp11,squat
惴,zhuì,244,2.387389826338729,4.750849949447257,153,2.1846914308175984,12,oblique,q04,"afraid, apprehensive, nervous"
鬒,zhěn,244,2.387389826338729,4.750849949447257,243,2.3856062735983117,20,oblique,q12|s11,"black, glossy hair"
楂,zhā,244,2.387389826338729,4.750849949447257,225,2.3521825181113623,13,level,xp06,"a raft, to hew, to fell trees"
辐,fú,244,2.387389826338729,4.750849949447257,242,2.383815365980431,13,oblique,r01|q26,spokes of wheel
琏,liǎn,244,2.387389826338729,4.750849949447257,239,2.3783979009481375,11,oblique,s16,vessel used to hold grain offerings
慝,tè,244,2.387389826338729,4.750849949447257,236,2.3729120029701067,14,oblique,r13,do evil in secret
崤,xiáo,244,2.387389826338729,4.750849949447257,241,2.382017042574868,11,level,xp03,mountain in Henan
潴,zhū,243,2.3856062735983117,4.731379252933128,241,2.382017042574868,14,level,sp06,pond
丱,guàn,242,2.383815365980431,4.711908556419001,238,2.376576957056512,5,oblique,q16,child's hairstyle bound in two tufts
蝌,kē,242,2.383815365980431,4.711908556419001,241,2.382017042574868,15,level,xp05,tadpole
帨,shuì,242,2.383815365980431,4.711908556419001,236,2.3729120029701067,10,oblique,q08,"handkerchief, kerchief, shawl"
寘,zhì,242,2.383815365980431,4.711908556419001,233,2.3673559210260184,13,oblique,q04,"put aside, put down"
蜷,quán,241,2.382017042574868,4.692437859904873,239,2.3783979009481375,14,level,xp01,creep like a worm
铉,xuàn,241,2.382017042574868,4.692437859904873,238,2.376576957056512,10,oblique,s16,device for carrying a tripod
騧,guā,241,2.382017042574868,4.692437859904873,235,2.371067862271736,18,level,xp06|sp09,tan or piebald horse
锯,jù,241,2.382017042574868,4.692437859904873,235,2.371067862271736,13,oblique,q06,a saw
蜘,zhī,241,2.382017042574868,4.692437859904873,230,2.3617278360175926,14,level,sp04,spider
辣,là,241,2.382017042574868,4.692437859904873,228,2.3579348470004535,14,,,"peppery, pungent, hot"
喋,dié,241,2.382017042574868,4.692437859904873,186,2.2695129442179165,12,oblique,r16|r17,nag
萁,qí,240,2.380211241711606,4.672967163390744,228,2.3579348470004535,11,level,sp04,"beakstalk, stalks of pulse"
鞲,gōu,240,2.380211241711606,4.672967163390744,239,2.3783979009481375,19,level|oblique,xp11|q26,leather arm guard
恪,kè,239,2.3783979009481375,4.653496466876616,232,2.3654879848908994,9,oblique,r10,"respectful, reverent"
愦,kuì,239,2.3783979009481375,4.653496466876616,137,2.1367205671564067,12,oblique,q11,"confused, troubled, muddle-headed"
罳,sī,239,2.3783979009481375,4.653496466876616,239,2.3783979009481375,14,level,sp04,wooden screen
矿,kuàng,238,2.376576957056512,4.634025770362489,230,2.3617278360175926,8,oblique,s23,mine
霪,yín,238,2.376576957056512,4.634025770362489,229,2.359835482339888,19,level,xp12,long and heavy rain
蝙,biān,238,2.376576957056512,4.634025770362489,238,2.376576957056512,15,,,bat
饔,yōng,238,2.376576957056512,4.634025770362489,235,2.371067862271736,22,level,sp02,breakfast
蹻,juē,238,2.376576957056512,4.634025770362489,221,2.34439227368511,19,level|oblique,xp02|r10|s17,to raise the feet
怏,yàng,238,2.376576957056512,4.634025770362489,166,2.220108088040055,8,level|oblique,xp07|s22|q23,"discontented, dispirited, sad"
睍,xiàn,237,2.374748346010104,4.61455507384836,233,2.3673559210260184,12,oblique,s16|q17,to look at fearfully
呖,lì,237,2.374748346010104,4.61455507384836,171,2.2329961103921536,7,oblique,r12,used in onomatopoetic expressions
鬙,sēng,237,2.374748346010104,4.61455507384836,231,2.363611979892144,22,level,xp10,matted hair
晼,wǎn,236,2.3729120029701067,4.595084377334232,227,2.3560258571931225,12,oblique,s13,sunset
苻,fú,236,2.3729120029701067,4.595084377334232,232,2.3654879848908994,8,level,sp07,Angelica anomala
楩,pián,236,2.3729120029701067,4.595084377334232,234,2.3692158574101425,13,level|oblique,s16|xp01,tree
袄,ǎo,236,2.3729120029701067,4.595084377334232,234,2.3692158574101425,9,oblique,s19,outer garments
姗,shān,236,2.3729120029701067,4.595084377334232,156,2.1931245983544616,8,level,sp14,slander
赝,yàn,236,2.3729120029701067,4.595084377334232,234,2.3692158574101425,16,oblique,q16,false
谲,jué,236,2.3729120029701067,4.595084377334232,235,2.371067862271736,14,oblique,r09,"cunning, crafty, sly, wily"
欬,kài,236,2.3729120029701067,4.595084377334232,236,2.3729120029701067,10,oblique,q11|q10|q04,cough
禳,ráng,235,2.371067862271736,4.575613680820104,231,2.363611979892144,21,level,xp07,"pray or sacrifice, exorcise"
疟,nüè,235,2.371067862271736,4.575613680820104,227,2.3560258571931225,8,oblique,r10,intermittent fever
悸,jì,235,2.371067862271736,4.575613680820104,231,2.363611979892144,11,oblique,q04,"fearful, apprehensive, perturbed"
僝,chán,235,2.371067862271736,4.575613680820104,231,2.363611979892144,14,level|oblique,s15|sp15,to revile
噩,è,235,2.371067862271736,4.575613680820104,213,2.3283796034387376,16,oblique,r10,"bad, ill-omened, unlucky"
嵫,zī,235,2.371067862271736,4.575613680820104,234,2.3692158574101425,12,level,sp04,a hill in Shantung
憺,dàn,235,2.371067862271736,4.575613680820104,229,2.359835482339888,16,oblique,q28|s27,peace
膊,bó,235,2.371067862271736,4.575613680820104,180,2.255272505103306,14,oblique,r10,"shoulders, upper arms"
簦,dēng,234,2.3692158574101425,4.556142984305976,234,2.3692158574101425,18,level,xp10,"large umbrella with a long handle, used for street stalls"
滃,wēng,234,2.3692158574101425,4.556142984305976,206,2.3138672203691533,13,oblique,s01,"swelling, rising, dispersing"
诟,gòu,234,2.3692158574101425,4.556142984305976,230,2.3617278360175926,8,oblique,s25|q26,"abuse, scold, berate, insult"
怵,chù,234,2.3692158574101425,4.556142984305976,232,2.3654879848908994,8,oblique,r04,"fear, be afraid"
汛,xùn,234,2.3692158574101425,4.556142984305976,229,2.359835482339888,6,oblique,q12,"high water, flood tides"
猝,cù,233,2.3673559210260184,4.536672287791848,221,2.34439227368511,11,oblique,r06,"abruptly, suddenly"
瓒,zàn,233,2.3673559210260184,4.536672287791848,232,2.3654879848908994,20,oblique,s14|q15,ceremonial libation cup
鬨,hòng,232,2.3654879848908994,4.51720159127772,224,2.3502480183341623,16,oblique,q01|q03,boisterous
闳,hóng,232,2.3654879848908994,4.51720159127772,228,2.3579348470004535,7,level,xp08,"gate, barrier"
桅,wéi,232,2.3654879848908994,4.51720159127772,230,2.3617278360175926,10,level|oblique,sp10|s04,mast of ship
壹,yī,232,2.3654879848908994,4.51720159127772,217,2.3364597338485296,12,oblique,r04,number one
劄,zhā,231,2.363611979892144,4.497730894763592,214,2.3304137733491905,14,oblique,r17,brief note
拶,zā,231,2.363611979892144,4.497730894763592,211,2.3242824552976926,9,,,"press, squeeze hard"
槲,hú,231,2.363611979892144,4.497730894763592,228,2.3579348470004535,15,oblique,r01,type of oak
怦,pēng,231,2.363611979892144,4.497730894763592,131,2.117271295655764,8,level,xp08,"eager, ardent, impulsive"
僭,jiàn,231,2.363611979892144,4.497730894763592,224,2.3502480183341623,14,oblique,q29,"assume, usurp"
菉,lù,230,2.3617278360175926,4.478260198249464,227,2.3560258571931225,11,oblique,r02,the green bamboo
浏,liú,230,2.3617278360175926,4.478260198249464,170,2.2304489213782737,9,level|oblique,s25|xp11,clear
嗫,niè,230,2.3617278360175926,4.478260198249464,217,2.3364597338485296,13,oblique,r16,move lips as when speaking
蕡,fén,230,2.3617278360175926,4.478260198249464,225,2.3521825181113623,15,level,sp12,"luxurious, abundant"
喂,wèi,230,2.3617278360175926,4.478260198249464,224,2.3502480183341623,12,,,interjection to call attention
踣,bó,230,2.3617278360175926,4.478260198249464,229,2.359835482339888,15,level|oblique,xp11|r13,to stumble and fall prone
斿,yóu,229,2.359835482339888,4.458789501735336,217,2.3364597338485296,9,level,xp11,to swim
篴,dí,229,2.359835482339888,4.458789501735336,227,2.3560258571931225,16,,,bamboo flute
胤,yìn,229,2.359835482339888,4.458789501735336,221,2.34439227368511,9,,,"heir, successor"
箦,zé,229,2.359835482339888,4.458789501735336,229,2.359835482339888,14,oblique,r11,bed mat
抃,biàn,229,2.359835482339888,4.458789501735336,229,2.359835482339888,7,oblique,q17,to clap hands
蜑,dàn,228,2.3579348470004535,4.439318805221207,224,2.3502480183341623,12,oblique,s14,egg
唶,zé,228,2.3579348470004535,4.439318805221207,171,2.2329961103921536,11,oblique,q22|r11,"sigh, groan"
呶,náo,228,2.3579348470004535,4.439318805221207,175,2.2430380486862944,8,level,xp03,talkative
幺,yāo,227,2.3560258571931225,4.41984810870708,226,2.3541084391474008,3,,,one
幛,zhàng,227,2.3560258571931225,4.41984810870708,226,2.3541084391474008,14,,,scroll of silk or cloth bearing a congratulatory message
癃,lóng,227,2.3560258571931225,4.41984810870708,226,2.3541084391474008,16,level,sp01,"weakness, infirmity retention of urine"
蒺,jí,227,2.3560258571931225,4.41984810870708,223,2.3483048630481607,13,oblique,r04,furze
爝,jué,226,2.3541084391474008,4.4003774121929515,226,2.3541084391474008,21,oblique,q18|r10,torch
陴,pí,226,2.3541084391474008,4.4003774121929515,223,2.3483048630481607,10,level,sp04,a parapet on a city wall
俶,chù,226,2.3541084391474008,4.4003774121929515,222,2.3463529744506384,10,oblique,r01,"start, begin"
幪,méng,226,2.3541084391474008,4.4003774121929515,216,2.3344537511509307,16,level|oblique,q01|sp01|s01,"cover, shelter, screen"
觳,hú,226,2.3541084391474008,4.4003774121929515,222,2.3463529744506384,17,oblique,r03|r01,an ancient measure
嘏,gǔ,226,2.3541084391474008,4.4003774121929515,216,2.3344537511509307,14,oblique,s21,"felicity, prosperity"
荥,xíng,226,2.3541084391474008,4.4003774121929515,210,2.322219294733919,9,level,xp09|xp08,a county in Henan
塾,shú,225,2.3521825181113623,4.380906715678823,218,2.3384564936046046,14,oblique,r01,village school
蜮,yù,225,2.3521825181113623,4.380906715678823,224,2.3502480183341623,14,oblique,r13,a fabulous creature like a turtle
屺,qǐ,225,2.3521825181113623,4.380906715678823,221,2.34439227368511,6,oblique,s04,a hill with trees or grass-- some give the opposite meaning
塌,tā,225,2.3521825181113623,4.380906715678823,224,2.3502480183341623,13,oblique,r15,"fall in ruins, collapse"
鞿,jī,225,2.3521825181113623,4.380906715678823,224,2.3502480183341623,21,level,sp05,-
粢,zī,225,2.3521825181113623,4.380906715678823,221,2.34439227368511,12,level,sp04,grain offered in ritual sacrifice
愬,sù,225,2.3521825181113623,4.380906715678823,211,2.3242824552976926,14,oblique,r11|q07,accuse
嵲,niè,224,2.3502480183341623,4.361436019164695,220,2.342422680822206,13,oblique,r09,towering mountain
岵,hù,223,2.3483048630481607,4.341965322650568,218,2.3384564936046046,8,oblique,s07,hill
浍,huì,223,2.3483048630481607,4.341965322650568,223,2.3483048630481607,9,oblique,q09|q10,"irrigation ditch, trench"
蚨,fú,223,2.3483048630481607,4.341965322650568,220,2.342422680822206,10,level,sp07,water-beetle
霢,mài,223,2.3483048630481607,4.341965322650568,215,2.332438459915605,18,oblique,r11,dust
筴,cè,223,2.3483048630481607,4.341965322650568,220,2.342422680822206,13,oblique,r11|r17,type of grass used in divination
燹,xiǎn,223,2.3483048630481607,4.341965322650568,221,2.34439227368511,18,oblique,s16,fire
摐,chuāng,222,2.3463529744506384,4.3224946261364385,187,2.271841606536499,14,level,sp02|sp03,to hit (a bell or drum)
褶,zhě,222,2.3463529744506384,4.3224946261364385,217,2.3364597338485296,16,oblique,r16|r14,"pleat, crease, wrinkles"
陉,xíng,222,2.3463529744506384,4.3224946261364385,217,2.3364597338485296,7,level|oblique,xp09|q25,"defile, mountain pass, gorge"
挞,tà,221,2.34439227368511,4.303023929622311,218,2.3384564936046046,9,oblique,r07,"flog, whip"
槚,jiǎ,221,2.34439227368511,4.303023929622311,218,2.3384564936046046,14,oblique,s21,small evergreen shrub
踬,zhì,221,2.34439227368511,4.303023929622311,210,2.322219294733919,15,oblique,q04|r04,"stumble, totter"
蚃,xiǎng,221,2.34439227368511,4.303023929622311,219,2.340444114840118,9,oblique,s22,"larvae, grubs"
铲,chǎn,221,2.34439227368511,4.303023929622311,220,2.342422680822206,11,oblique,s15|q16,"spade, shovel, trowel, scoop"
綍,fú,220,2.342422680822206,4.283553233108182,220,2.342422680822206,13,oblique,r05,rope
谺,xiā,220,2.342422680822206,4.283553233108182,219,2.340444114840118,11,,,the mouth of a valley
诹,zōu,219,2.340444114840118,4.264082536594055,219,2.340444114840118,10,level,sp07|xp11,"consult, confer"
蔫,niān,219,2.340444114840118,4.264082536594055,219,2.340444114840118,14,level,xp01,"withered, faded, decayed"
珞,luò,219,2.340444114840118,4.264082536594055,213,2.3283796034387376,10,oblique,r10,kind of necklace
熄,xī,219,2.340444114840118,4.264082536594055,219,2.340444114840118,14,oblique,r13,"put out, extinguish, quash"
键,jiàn,219,2.340444114840118,4.264082536594055,217,2.3364597338485296,13,level|oblique,s16|q14|xp01,"door bolt, lock bolt"
讫,qì,218,2.3384564936046046,4.244611840079926,215,2.332438459915605,5,oblique,r05,finish
蹂,róu,218,2.3384564936046046,4.244611840079926,218,2.3384564936046046,16,level|oblique,s25|xp11|q26,"trample under foot, tread on"
蛆,qū,218,2.3384564936046046,4.244611840079926,214,2.3304137733491905,11,level,sp06,maggots
醋,cù,218,2.3384564936046046,4.244611840079926,196,2.2922560713564755,15,oblique,q07,vinegar
奂,huàn,218,2.3384564936046046,4.244611840079926,208,2.3180633349627615,7,oblique,q15,"be numerous, brilliant"
掞,shàn,218,2.3384564936046046,4.244611840079926,217,2.3364597338485296,11,oblique,q29,"easy, smooth"
絜,jié,218,2.3384564936046046,4.244611840079926,207,2.3159703454569174,12,oblique,r09,a marking line
挤,jǐ,218,2.3384564936046046,4.244611840079926,217,2.3364597338485296,9,level|oblique,s08|sp08|q08,"crowd, squeeze, push against"
筚,bì,218,2.3384564936046046,4.244611840079926,216,2.3344537511509307,12,oblique,r04,"wicker, bamboo"
枋,fāng,217,2.3364597338485296,4.225141143565798,217,2.3364597338485296,8,level,xp07,sandalwood
廨,xiè,217,2.3364597338485296,4.225141143565798,217,2.3364597338485296,16,oblique,q10,"government office, public office"
睆,huàn,217,2.3364597338485296,4.225141143565798,210,2.322219294733919,12,oblique,s15,bright
倔,jué,216,2.3344537511509307,4.20567044705167,216,2.3344537511509307,10,oblique,r05,"stubborn, obstinate, intransigent"
垩,è,216,2.3344537511509307,4.20567044705167,216,2.3344537511509307,9,oblique,r10,"holy, sacred, sage"
棨,qǐ,216,2.3344537511509307,4.20567044705167,216,2.3344537511509307,12,oblique,s08,tally or wooden pass
瑛,yīng,216,2.3344537511509307,4.20567044705167,207,2.3159703454569174,12,level,xp08,luster of gem
芼,mào,216,2.3344537511509307,4.20567044705167,216,2.3344537511509307,7,level|oblique,xp04|q20,to choose
黥,qíng,216,2.3344537511509307,4.20567044705167,212,2.326335860928751,20,level,xp08,to tattoo
噎,yē,216,2.3344537511509307,4.20567044705167,206,2.3138672203691533,15,oblique,r09,choke
佥,qiān,216,2.3344537511509307,4.20567044705167,212,2.326335860928751,7,level,xp14,"all, together, unanimous"
沩,wéi,216,2.3344537511509307,4.20567044705167,204,2.3096301674258983,7,level,sp04,name of a river in Hunan
湜,shí,215,2.332438459915605,4.186199750537543,174,2.2405492482825995,12,oblique,r13,"transparent, clear"
窑,yáo,215,2.332438459915605,4.186199750537543,201,2.3031960574204886,11,level,xp02,kiln
鲑,guī,215,2.332438459915605,4.186199750537543,215,2.332438459915605,14,level|oblique,sp09|s21|sp08,salmon
瞠,chēng,214,2.3304137733491905,4.166729054023413,206,2.3138672203691533,16,level,xp07|xp08,"look at, stare at, gaze at"
蛉,líng,214,2.3304137733491905,4.166729054023413,211,2.3242824552976926,11,level,xp09,"dragonfly, Libellulidae"
榄,lǎn,214,2.3304137733491905,4.166729054023413,204,2.3096301674258983,13,oblique,s27,olive
蕞,zuì,213,2.3283796034387376,4.147258357509286,213,2.3283796034387376,15,,,"little, small, tiny"
壈,lǎn,213,2.3283796034387376,4.147258357509286,212,2.326335860928751,16,oblique,s27,disappointed
兑,duì,213,2.3283796034387376,4.147258357509286,202,2.305351369446624,7,oblique,q09,cash
螮,dì,213,2.3283796034387376,4.147258357509286,212,2.326335860928751,17,oblique,q08,rainbow
尪,wāng,212,2.326335860928751,4.127787660995158,212,2.326335860928751,7,,,lame
薿,nǐ,212,2.326335860928751,4.127787660995158,109,2.0374264979406234,17,oblique,s04,flower
舁,yú,212,2.326335860928751,4.127787660995158,209,2.320146286111054,9,,,carry on one's shoulder
炀,yáng,212,2.326335860928751,4.127787660995158,204,2.3096301674258983,7,level|oblique,xp07|q23,roast
踔,chuō,211,2.3242824552976926,4.10831696448103,206,2.3138672203691533,15,oblique,r03|q19,to get ahead
