Character,Pinyin,Frequency,Log_frequency,Frequency_per_million,CD,Log_CD,Strokes,PSY_Tone,PSY_Rhyme,Gloss
嵓,yán,211,2.3242824552976926,4.10831696448103,195,2.290034611362518,12,,,-
嘅,kǎi,211,2.3242824552976926,4.10831696448103,206,2.3138672203691533,12,,,sound of sighing
蛸,shāo,211,2.3242824552976926,4.10831696448103,211,2.3242824552976926,13,level,xp03|xp02,long legged spider
荟,huì,211,2.3242824552976926,4.10831696448103,211,2.3242824552976926,9,oblique,q09,"luxuriant, flourishing, abundant"
蚪,dǒu,210,2.322219294733919,4.088846267966901,210,2.322219294733919,10,oblique,s25,tadpole
玫,méi,210,2.322219294733919,4.088846267966901,208,2.3180633349627615,8,level,sp10,rose
殳,shū,209,2.320146286111054,4.069375571452774,206,2.3138672203691533,4,level,sp07,name of old weapon
疚,jiù,209,2.320146286111054,4.069375571452774,206,2.3138672203691533,8,oblique,q26,"chronic disease, chronic illness"
糵,niè,209,2.320146286111054,4.069375571452774,208,2.3180633349627615,22,,,fermenting grain
遰,dì,209,2.320146286111054,4.069375571452774,207,2.3159703454569174,14,oblique,q08,grunting sound of pigs
椷,jiān,209,2.320146286111054,4.069375571452774,205,2.311753861055754,13,level,xp15,box
剃,tì,209,2.320146286111054,4.069375571452774,202,2.305351369446624,9,oblique,q08,shave
稌,tú,209,2.320146286111054,4.069375571452774,208,2.3180633349627615,12,level|oblique,sp07|s07,glutinous rice
嗥,háo,209,2.320146286111054,4.069375571452774,204,2.3096301674258983,13,level,xp04,"roar, call out, wail"
聱,áo,208,2.3180633349627615,4.049904874938645,202,2.305351369446624,16,level,xp03,bent and twisted
疫,yì,208,2.3180633349627615,4.049904874938645,195,2.290034611362518,9,oblique,r11,"epidemic, plague, pestilence"
挐,ná,208,2.3180633349627615,4.049904874938645,208,2.3180633349627615,10,level,sp06,drag
谽,hān,208,2.3180633349627615,4.049904874938645,207,2.3159703454569174,14,level,xp13,a mouth or opening
腓,féi,207,2.3159703454569174,4.0304341784245175,206,2.3138672203691533,12,level,sp05,calf
霂,mù,207,2.3159703454569174,4.0304341784245175,206,2.3138672203691533,15,oblique,r01,"fine rain, drizzle"
郴,chēn,207,2.3159703454569174,4.0304341784245175,182,2.2600713879850747,10,level,xp12,county in Hunan province
澍,shù,207,2.3159703454569174,4.0304341784245175,207,2.3159703454569174,15,oblique,q07,"timely rain, life-giving rain"
篾,miè,207,2.3159703454569174,4.0304341784245175,196,2.2922560713564755,17,oblique,r09,bamboo splints or slats
钢,gāng,207,2.3159703454569174,4.0304341784245175,205,2.311753861055754,9,level,xp07,steel
脰,dòu,207,2.3159703454569174,4.0304341784245175,206,2.3138672203691533,11,oblique,q26,the neck
懔,lǐn,206,2.3138672203691533,4.010963481910389,155,2.1903316981702914,16,oblique,s26,"be afraid of, to be in awe of"
傩,nuó,206,2.3138672203691533,4.010963481910389,194,2.287801729930226,12,level|oblique,xp05|s20,rich
臊,sāo,206,2.3138672203691533,4.010963481910389,203,2.3074960379132126,17,level,xp04,rancid
荞,qiáo,205,2.311753861055754,3.991492785396261,198,2.296665190261531,9,level,xp02,buckwheat
嵝,lǒu,205,2.311753861055754,3.991492785396261,203,2.3074960379132126,12,oblique,s07|s25|q26,Goulou mountain peak in Hunan
糗,qiǔ,205,2.311753861055754,3.991492785396261,203,2.3074960379132126,16,oblique,s25|q26,parched wheat or rice
摽,biāo,205,2.311753861055754,3.991492785396261,199,2.2988530764097064,14,level|oblique,q18|xp02|s17,throw out
搥,chuí,205,2.311753861055754,3.991492785396261,204,2.3096301674258983,12,level,sp10,"beat, pound, strike, throw"
捞,lāo,205,2.311753861055754,3.991492785396261,191,2.281033367247727,10,level,xp04,scoop out of water
頫,fǔ,205,2.311753861055754,3.991492785396261,204,2.3096301674258983,15,,,bow
娩,miǎn,205,2.311753861055754,3.991492785396261,204,2.3096301674258983,10,oblique,s16|s13,give birth child
眵,chī,205,2.311753861055754,3.991492785396261,205,2.311753861055754,11,level,sp04,eyes diseased and dim
跗,fū,205,2.311753861055754,3.991492785396261,204,2.3096301674258983,12,oblique,q07,the instep
狻,suān,204,2.3096301674258983,3.972022088882133,198,2.296665190261531,10,level,sp14,a fabulous beast
瀁,yàng,204,2.3096301674258983,3.972022088882133,195,2.290034611362518,17,oblique,s22|q23,"waves, ripples, rapids"
澨,shì,204,2.3096301674258983,3.972022088882133,203,2.3074960379132126,16,oblique,q08,shore
帱,chóu,204,2.3096301674258983,3.972022088882133,203,2.3074960379132126,10,level,xp04|xp11,cover up
帼,guó,203,2.3074960379132126,3.9525513923680053,201,2.3031960574204886,11,oblique,r11,women's headgear
坌,bèn,203,2.3074960379132126,3.9525513923680053,203,2.3074960379132126,7,oblique,q14,"dust, earth"
揾,wèn,203,2.3074960379132126,3.9525513923680053,200,2.301029995663981,12,oblique,s12|q14,wipe off
鲰,zōu,203,2.3074960379132126,3.9525513923680053,198,2.296665190261531,16,level|oblique,s25|xp11,small fish
貊,mò,203,2.3074960379132126,3.9525513923680053,203,2.3074960379132126,13,oblique,r11,leopard
俳,pái,203,2.3074960379132126,3.9525513923680053,200,2.301029995663981,10,level,sp09,actor
荩,jìn,202,2.305351369446624,3.9330806958538767,199,2.2988530764097064,9,oblique,q12|s11,a kind of weed
舛,chuǎn,202,2.305351369446624,3.9330806958538767,199,2.2988530764097064,6,oblique,s16,"oppose, deviate, be contrary to"
蟫,yín,202,2.305351369446624,3.9330806958538767,199,2.2988530764097064,18,level,xp12|xp13,silverfish
浼,měi,201,2.3031960574204886,3.913609999339749,175,2.2430380486862944,10,oblique,s10,to request
鸧,cāng,201,2.3031960574204886,3.913609999339749,188,2.2741578492636796,9,level,xp07,oriole
镆,mò,201,2.3031960574204886,3.913609999339749,200,2.301029995663981,15,oblique,r10,sword
刲,kuī,201,2.3031960574204886,3.913609999339749,199,2.2988530764097064,8,level,sp08,"cut, slice off"
姱,kuā,201,2.3031960574204886,3.913609999339749,192,2.2833012287035492,9,level,xp06,"beautiful, handsome, elegant"
涿,zhuō,200,2.301029995663981,3.894139302825621,197,2.294466226161593,11,oblique,r03,"drip, dribble, trickle"
煽,shān,200,2.301029995663981,3.894139302825621,197,2.294466226161593,14,level|oblique,xp01|q17,"stir up, incite, agitate, provoke"
枒,yā,200,2.301029995663981,3.894139302825621,200,2.301029995663981,8,level,xp06,the coconut tree
犴,àn,200,2.301029995663981,3.894139302825621,198,2.296665190261531,6,level|oblique,sp14|q15,"a wild dog, a not very large lock-up"
茄,jiā,199,2.2988530764097064,3.8746686063114923,193,2.2855573090077734,8,level,xp05|xp06,eggplant
樨,xī,199,2.2988530764097064,3.8746686063114923,198,2.296665190261531,16,,,scrambled eggs
惇,dūn,199,2.2988530764097064,3.8746686063114923,194,2.287801729930226,11,level,sp13|sp11,"be kind, cordial, sincere"
嚅,rú,199,2.2988530764097064,3.8746686063114923,199,2.2988530764097064,17,level,sp07,talk indistinctly and falteringly
枘,ruì,198,2.296665190261531,3.8551979097973645,198,2.296665190261531,8,oblique,q08,the handle of tools
僽,zhòu,198,2.296665190261531,3.8551979097973645,194,2.287801729930226,15,oblique,q26,haggard
枸,gǒu,198,2.296665190261531,3.8551979097973645,197,2.294466226161593,9,level|oblique,sp07|s07|s25|xp11,kind of aspen found in Sichuan
謇,jiǎn,198,2.296665190261531,3.8551979097973645,147,2.1673173347481756,17,,,stutter
瓿,bù,198,2.296665190261531,3.8551979097973645,198,2.296665190261531,12,level|oblique,sp07|s25|xp11,"jar, pot"
柬,jiǎn,198,2.296665190261531,3.8551979097973645,198,2.296665190261531,9,oblique,s15|q17,"letter, invitation"
刓,wán,197,2.294466226161593,3.835727213283236,196,2.2922560713564755,6,level,sp14,trim
觫,sù,197,2.294466226161593,3.835727213283236,194,2.287801729930226,14,oblique,r01,"to start, tremble with fear"
纥,gē,196,2.2922560713564755,3.816256516769108,191,2.281033367247727,6,oblique,r06,inferior silk
糇,hóu,196,2.2922560713564755,3.816256516769108,196,2.2922560713564755,15,level,xp11,"dried rice, dry provisions"
跧,quán,196,2.2922560713564755,3.816256516769108,196,2.2922560713564755,13,level,xp01|sp15,crouch
簋,guǐ,196,2.2922560713564755,3.816256516769108,195,2.290034611362518,17,oblique,s04,a square basket of bamboo for holding grain used at sacrifices
鳅,qiū,196,2.2922560713564755,3.816256516769108,192,2.2833012287035492,17,level,xp11,loach
裒,póu,196,2.2922560713564755,3.816256516769108,194,2.287801729930226,12,level,xp11,"collect, gather, assemble"
螫,shì,196,2.2922560713564755,3.816256516769108,195,2.290034611362518,17,oblique,r11,poison
哙,kuài,196,2.2922560713564755,3.816256516769108,188,2.2741578492636796,9,oblique,q10,"swallow, gulp down"
霤,liù,196,2.2922560713564755,3.816256516769108,195,2.290034611362518,18,oblique,q26,drip
坷,kě,196,2.2922560713564755,3.816256516769108,193,2.2855573090077734,8,oblique,q21|s20,"clod of earth, lump of soil"
衎,kàn,195,2.290034611362518,3.7967858202549802,149,2.173186268412274,9,oblique,s14|q15,to give pleasure
疢,chèn,195,2.290034611362518,3.7967858202549802,194,2.287801729930226,9,oblique,q12,"aching of limbs, muscular pains"
稂,láng,195,2.290034611362518,3.7967858202549802,188,2.2741578492636796,12,level,xp07,grass
缡,lí,195,2.290034611362518,3.7967858202549802,195,2.290034611362518,13,level,sp04,a bridal veil
藟,lěi,194,2.287801729930226,3.777315123740852,185,2.2671717284030133,18,level|oblique,s04|sp04,"vine, creeper"
蔺,lìn,193,2.2855573090077734,3.7578444272267237,193,2.2855573090077734,14,oblique,q12,rush used for making mats
瓞,dié,193,2.2855573090077734,3.7578444272267237,191,2.281033367247727,10,oblique,r09,young melons just forming
虻,méng,193,2.2855573090077734,3.7578444272267237,187,2.271841606536499,9,,,"horsefly, gadfly"
澶,chán,192,2.2833012287035492,3.7383737307125955,184,2.2648178230095364,16,level,xp01,"still water, placid, tranquil"
箐,qìng,192,2.2833012287035492,3.7383737307125955,188,2.2741578492636796,14,level,xp08,to draw a bamboo bow or crossbow
嫡,dí,192,2.2833012287035492,3.7383737307125955,181,2.2576785748691846,14,oblique,r12,"legal wife, child of legal wife"
谧,mì,192,2.2833012287035492,3.7383737307125955,191,2.281033367247727,12,oblique,r04,"calm, quiet, still"
蠕,rú,192,2.2833012287035492,3.7383737307125955,137,2.1367205671564067,20,,,"to squirm, wriggle"
襞,bì,192,2.2833012287035492,3.7383737307125955,191,2.281033367247727,19,oblique,r11,"fold, pleat, crease"
嗈,yōng,192,2.2833012287035492,3.7383737307125955,99,1.9956351945975497,13,,,the call of a bird
炤,zhào,192,2.2833012287035492,3.7383737307125955,186,2.2695129442179165,9,,,"illumine, light up"
襶,dài,192,2.2833012287035492,3.7383737307125955,191,2.281033367247727,22,oblique,q11,ignorant
鯈,tiáo,192,2.2833012287035492,3.7383737307125955,191,2.281033367247727,17,level,xp11,freshwater minnow
緌,ruí,191,2.281033367247727,3.7189030341984677,187,2.271841606536499,14,level,sp04,tassels hanging from hat
坪,píng,191,2.281033367247727,3.7189030341984677,186,2.2695129442179165,8,level,xp08,level ground
伉,kàng,191,2.281033367247727,3.7189030341984677,190,2.278753600952829,6,oblique,q23,"compare, match"
篥,lì,191,2.281033367247727,3.7189030341984677,187,2.271841606536499,16,oblique,r04,bugle
苌,cháng,191,2.281033367247727,3.7189030341984677,188,2.2741578492636796,7,level,xp07,"star fruit, Averrhoa carambola"
樟,zhāng,191,2.281033367247727,3.7189030341984677,179,2.252853030979893,15,level,xp07,camphor tree
礧,léi,191,2.281033367247727,3.7189030341984677,183,2.2624510897304293,20,oblique,q11|s10,name of a place in Shanxi province
咮,zhòu,191,2.281033367247727,3.7189030341984677,187,2.271841606536499,9,level|oblique,sp07|q07|q26,a beak
僰,bó,190,2.278753600952829,3.6994323376843394,190,2.278753600952829,14,oblique,r13,ancient aboriginal tribe
溘,kè,190,2.278753600952829,3.6994323376843394,178,2.2504200023088936,13,oblique,r15,"abruptly, suddenly, unexpectedly"
胼,pián,190,2.278753600952829,3.6994323376843394,189,2.276461804173244,10,level,xp01,"callus, calluses"
褦,nài,190,2.278753600952829,3.6994323376843394,189,2.276461804173244,15,,,"stupid, dull, ignorant, doltish"
騃,ái,190,2.278753600952829,3.6994323376843394,187,2.271841606536499,17,oblique,s09,stupid
哆,duō,189,2.276461804173244,3.679961641170211,156,2.1931245983544616,9,level|oblique,q04|s20|xp06|s04|s21,"tremble, shiver, shudder, quiver"
鬲,gé,189,2.276461804173244,3.679961641170211,185,2.2671717284030133,10,oblique,r12|r11,type of caldron with three hollow legs
娴,xián,189,2.276461804173244,3.679961641170211,186,2.2695129442179165,10,level,sp15,"elegant, refined"
邴,bǐng,189,2.276461804173244,3.679961641170211,189,2.276461804173244,7,oblique,q24|s23,"name of a city in the ancient state of Song, in what is now Shandong"
狷,juàn,189,2.276461804173244,3.679961641170211,187,2.271841606536499,10,level|oblique,s16|xp01|q17,"rash, impetuous, impulsive"
梏,gù,189,2.276461804173244,3.679961641170211,187,2.271841606536499,11,oblique,r02,"handcuffs, manacles, fetters"
胯,kuà,189,2.276461804173244,3.679961641170211,185,2.2671717284030133,10,level|oblique,xp06|q22|q07,pelvis
猾,huá,189,2.276461804173244,3.679961641170211,184,2.2648178230095364,12,oblique,r08,"crafty, cunning, shrewd"
汭,ruì,189,2.276461804173244,3.679961641170211,185,2.2671717284030133,7,oblique,q08,confluence of two streams
洎,jì,188,2.2741578492636796,3.6604909446560834,183,2.2624510897304293,9,oblique,q04,until
藋,diào,188,2.2741578492636796,3.6604909446560834,185,2.2671717284030133,17,oblique,q18,-
萑,huán,188,2.2741578492636796,3.6604909446560834,188,2.2741578492636796,11,level,sp14,grass used for making mats
椹,shèn,188,2.2741578492636796,3.6604909446560834,184,2.2648178230095364,13,level,xp12,a chopping board
缧,léi,187,2.271841606536499,3.641020248141955,182,2.2600713879850747,14,,,a chain or rope used bind criminals
苫,shān,187,2.271841606536499,3.641020248141955,186,2.2695129442179165,8,level|oblique,xp14|q29,rush or straw matting
翣,shà,187,2.271841606536499,3.641020248141955,184,2.2648178230095364,14,oblique,r17,feathers used decorate coffin
剿,jiǎo,187,2.271841606536499,3.641020248141955,183,2.2624510897304293,13,oblique,s17,"destroy, exterminate, annihilate"
臈,là,187,2.271841606536499,3.641020248141955,184,2.2648178230095364,16,,,year end sacrifice
郫,pí,187,2.271841606536499,3.641020248141955,184,2.2648178230095364,10,level,sp04,a county in Sichuan
疣,yóu,186,2.2695129442179165,3.621549551627827,184,2.2648178230095364,9,level,xp11,wart
詈,lì,186,2.2695129442179165,3.621549551627827,170,2.2304489213782737,12,oblique,q04,"scold, abuse verbally, curse"
寖,jìn,186,2.2695129442179165,3.621549551627827,177,2.2479732663618064,13,,,"gradually, step by step, little"
弇,yǎn,186,2.2695129442179165,3.621549551627827,174,2.2405492482825995,9,level|oblique,s28|xp13,"cover over, hide"
赧,nǎn,186,2.2695129442179165,3.621549551627827,178,2.2504200023088936,11,oblique,s15,"blush, turn red"
囹,líng,186,2.2695129442179165,3.621549551627827,183,2.2624510897304293,8,level,xp09,"prison, enclosure"
蟏,xiāo,186,2.2695129442179165,3.621549551627827,186,2.2695129442179165,17,level,xp02,a kind of spider with long legs
凸,tū,186,2.2695129442179165,3.621549551627827,184,2.2648178230095364,5,oblique,r06|r09,"protrude, bulge out, convex"
厂,chǎng,185,2.2671717284030133,3.602078855113699,179,2.252853030979893,2,oblique,s14|s22,"factory, workshop"
轿,jiào,185,2.2671717284030133,3.602078855113699,177,2.2479732663618064,10,level|oblique,q18|xp02,"sedan-chair, palanquin"
踢,tī,185,2.2671717284030133,3.602078855113699,166,2.220108088040055,15,oblique,r12,kick
阚,hǎn,185,2.2671717284030133,3.602078855113699,180,2.255272505103306,14,oblique,s29|q30|q28,"glance, peep"
堧,ruán,185,2.2671717284030133,3.602078855113699,184,2.2648178230095364,12,level,xp01,adjoin
駮,bó,185,2.2671717284030133,3.602078855113699,180,2.255272505103306,16,oblique,r03,a kind of fierce animal
豉,shì,184,2.2648178230095364,3.582608158599571,184,2.2648178230095364,11,oblique,q04,fermented beans
笭,líng,184,2.2648178230095364,3.582608158599571,180,2.255272505103306,11,,,bamboo screen
屼,wù,184,2.2648178230095364,3.582608158599571,172,2.2355284469075487,6,oblique,r06,mountain
阉,yān,184,2.2648178230095364,3.582608158599571,174,2.2405492482825995,11,level|oblique,xp14|s28,castrate
珩,háng,184,2.2648178230095364,3.582608158599571,182,2.2600713879850747,10,level,xp08,the top gem of a pendant
耔,zǐ,184,2.2648178230095364,3.582608158599571,183,2.2624510897304293,9,level|oblique,s04|sp04,to hoe up the earth around plants
煇,huī,184,2.2648178230095364,3.582608158599571,167,2.2227164711475833,13,level,sp05|sp12|sp13,"weld, solder"
悖,bèi,184,2.2648178230095364,3.582608158599571,181,2.2576785748691846,10,oblique,r06|q11,"be contradictory to, go counter"
叇,dài,184,2.2648178230095364,3.582608158599571,182,2.2600713879850747,15,oblique,q11|s10,cloudy sky
洧,wěi,183,2.2624510897304293,3.5631374620854426,175,2.2430380486862944,9,oblique,s04,name of a river in Honan
噱,jué,183,2.2624510897304293,3.5631374620854426,181,2.2576785748691846,16,oblique,r10,"laugh heartily, laugh aloud"
琲,bèi,183,2.2624510897304293,3.5631374620854426,180,2.255272505103306,12,oblique,q11|s10,necklace
囗,wéi,183,2.2624510897304293,3.5631374620854426,87,1.9395192526186182,3,,,"erect, proud"
埼,qí,183,2.2624510897304293,3.5631374620854426,183,2.2624510897304293,11,level|oblique,s04|sp05|sp04,headland
蠃,luǒ,183,2.2624510897304293,3.5631374620854426,174,2.2405492482825995,19,oblique,s20,the solitary wasp
睐,lài,182,2.2600713879850747,3.5436667655713148,181,2.2576785748691846,12,oblique,q11,squint at
羚,líng,182,2.2600713879850747,3.5436667655713148,179,2.252853030979893,11,level,xp09,species of antelope
咻,xiū,182,2.2600713879850747,3.5436667655713148,174,2.2405492482825995,9,level|oblique,s07|xp11,shout
鞶,pán,182,2.2600713879850747,3.5436667655713148,180,2.255272505103306,19,level,sp14,big leather belt
